sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
"E1: Dear the Gonzales family,",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Hello!,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I am writing to you to discuss the best roller coaster design.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Our roller coaster is the best option for your theme park.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because it will go the whole length without stopping and keeping the riders safe.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"A good roller coaster should have a higher drop height than any of the hills, a heavy car, and a high drop height.",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
If the hills are higher the car will be unable to make it over.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the top of the hill the car has the max amount of potential energy (PE) and the greater the mass of the car the more total energy your ride has, the more hills you can put in.",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
As you go up the hills the more PE you have and as you go down the hills that becomes KE.,P6_04_11_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The reason you want more total energy is because none of that will be lost, the law of conservation of energy states that energy cannot be created or destroyed, it can only change.",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
So no matter how great the PE or KE is you will always have the same amount of energy.,P6_04_11_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
The science behind having a higher drop height to help have more energy is because the higher the drop height the more TE.,P6_04_11_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Proof of this can be found in an experiment done by someone at Deforest area middle school.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
They found that the drop height of 4.5m had 293 less joules of PE than the drop point of 5m.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of your hills can also affect the roller coaster.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Another study done by someone at DAMS showed that the hill has to be less than the initial drop height.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
They also found that the higher the hill the more PE it has at the top.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The hill with a height of 4.5m had 589 more joules of PE than a hill height of 3.51m.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more mass your car has the more total energy, this was proven by yet another student at DAMS.",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
They found that a car with a mass of 55 kg had 254 less joules of PE than a car with a mass of 60kg.,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Overall in order to have a successful roller coaster you need to have a high drop height, hills shorter than the initial drop height, and a car with a heavier mass.",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Thanks for considering us to build your roller coaster, we can help make it fun and safe to make the theme park the best it can be!",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Sincerely,",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
A member of Team Blue,P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear the Gonzales family,",P6_04_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: I would recommend that the Gonzales family try our coaster because it is fun and exhilarating.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason our coaster will be awesome is the initial drop is pretty high at the height of 3.75 meters.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will create a lot of speed and g force making the ride fun and exciting.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You then go up a hill with a height of 2 meters.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
You will have more then enough kinetic energy to make it to the top of this hill.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this is true because in my trials.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I found that if the initial drop is higher then the hill you will have enough energy to get over the hill.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
This is shown in trial 1 of adding hills where the initial drop is 3.75 meters and the hill is 2 meters.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
In this trial the coaster makes it to the end of the track.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Where as in trial 3 the initial drop is 3.75 meters and the hill is 4 meters tall causing the coaster to be unable get over the hill.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that my teams coaster would make it to the end because the hill is shorter then the initial drop.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: I would recommend that the Gonzales family try our coaster because it is fun and exhilarating.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is good because the higher the initial drop is the more potential energy there is, and if there is more potential energy then that means there is also more kinetic energy.",P6_06_18_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because as the car goes down the hill potential energy changes to kinetic.,P6_06_18_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This also creates a lot of speed and g force making the ride fun and exciting.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know we won't lose any energy because of the law of conservation of energy.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy is that energy can't be created or destroyed but can change forms.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
So I know the energy will be the same every time allowing the coaster to make it to the end every single time.,P6_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The Gonzales family should choose my roller coaster design because it's not only exciting but it will also be safe.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My roller coaster is going to start with a high drop so energy can be passed through and make the ride fast and fun.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Most roller coasters start with a chain to pull them up but my roller coaster will start with an initial drop of 4.0 m. The amount of PE at the top will be 1955 J and the KE at the bottom will be about 1954 J.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"It won't be too low because if it is, there won't be enough energy for it to go over any of the hills.",P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"On the topic of hills, my hill will be about 3.52 m high.",P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of the hill should always be shorter than the initial drop.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"If not, the car may not make it all to the end or even over the hill.",P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So the shorter the hill, the more of a chance to make it over.",P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My car will have a mass of 55.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE at the top of the drop will be 1959 J and the KE at the bottom is 1956 J.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total amount of energy at the end will be the same as the PE (1959 J).,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The Gonzales family should choose my roller coaster design because it's not only exciting but it will also be safe.,P6_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: My recomendation is to start with a 5m so we have the greatest amount of PE at the top and the greatest KE at the bottom.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We know the as height increases so does energy.,P1_01_12_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We can see this in our initial drop trials when the PE is 782 J (in trial 1) the KE is also 782 J.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When we increase the height of the hill the PE is 1173 J (in trial 2) and so is the KE.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This proves that height of the drop relates to the PE at the top and the KE at the bottom, we can also tell from these trials that the PE, the KE, and the TE (total energy) have the same values in each trial.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
In the initial drop height trials also we know that PE changes to KE as the coaster car goes down the ramp.,P1_01_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"after the initial drop we will have 2 loops, then I hill with a height of 4.5m.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The height of the hill is intentionaly slightly lower than the initial drop, this is because the car cannot go up a hill that is higher or the same height as the initial drop.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"We know this because of our Hills Data, in those trials the car only went up the hill when the hill height was lower than the drop height.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the End of the coaster there will be a bank that goes up 5.5 M. The goal of the ride is for the coaster car to just barely not make it up the hill and then fall back down and do the coaster again but this time backwards.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
At the end of the ride the car will end up back at the begining then come to a stop using a brake mechanism.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: My recomendation is to start with a 5m so we have the greatest amount of PE at the top and the greatest KE at the bottom.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
In our initial drop trials the PE at the top of the hill was 782J the same can be said for the KE at the bottom of the ramp this means that PE transfers into KE.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The amount of mass the car has the more energy our evidence for this is in our mass and energy trials, in the data we can see that when the mass of the car was increased from 40kg to 50kg.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When we changed the mass the energy of the car when from 1957J to 2446J, thus prving that mass has a direct relationship with energy.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We have decided to give the car a mass of 40 kg.,P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"After the initial drop we will have 2 loops, then I hill with a height of 4.5m.",P1_01_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster design is 5 meters.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I think it should be 5 meters because that is the max amount that we can go to still be safe.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At 5 meters the cart has the most potential energy at 2707 J, which means that it will have the most total energy on the ride at 2707 J.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Another important factor that makes the drop perfect is the fact that the cart goes the fastest, which makes it the most entertaining.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For hills, I think a 4-meter hill would be perfect.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I think this because it would give the riders the most suspense when they are going up the hill.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because they are producing tons of potential energy when they are about to go down a 4-meter hill, 1919 J to be exact.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
1919 J of potential energy will turn into 1919 J of kinetic energy thus making the riders go very fast.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Lastly, for the mass of the car I was thinking 55 kgs, I think this is the perfect mass because it is safe and produces a lot more potential energy at the top than a lighter car would.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I tested it in the simulation I found that the car had 2712 J of potential energy.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"To put that in perspective when I tested a car 10 kg lighter it only had 2190, making it not as fun for the riders.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster design is 5 meters.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the drop height is 5 the cart has the most potential energy it can, 2707 J to be exact.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because when we proved it in a simulation.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when we tested it a 3-meter drop only produces 1,624 J of potential energy.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But if you have a 4-meter drop it produces 2164 J.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
That is a big factor in the excitement of the roller coaster that you and your family are wanting to have in this roller coaster.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This also means that it will have the most total energy on the ride at 2707 J.,P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In our frictionless simulation, the potential energy always equals total energy, and since the 5-meter drop produces 2707 J of potential energy it will produce 2707 J of total energy.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The law of conservation of mass states that energy cannot be created or destroyed, and since we are in a frictionless world the riders will be traveling at a max speed of 2707 J which is really fast.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"1919 J of potential energy will turn into 1919 J of kinetic energy, thus making the riders go very fast.",P1_02_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster design is 5 meters.,P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because when you have a high drop height it means that the rest of your roller coaster could be longer because there will be more energy so that you can have a longer track.,P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I tested the drop height to 2 meters there was only a PE of 977 joules.",P1_06_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the drop height to 5 meters there was 2443 joules, the PE increased by 1466 joules.",P1_06_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the coaster goes down the hill it will lose almost all of it PE, so the next hill or loop that you decide to make would have to have a slightly smaller height.",P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Other wise it won't make it with the amount of KE it has left.,P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Another thing that would have to be thought about is the weight, because with it being too heavy would mean that it might not make it up the next hill.",P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
One thing that I recommend is having a 47-53 kg car so it will have enough weight but not too much.,P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also I had done all of my testing with 0 friction, so I know that most of this info would not actually work with friction but with no friction this info is correct.",P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster design is 5 meters.,P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the drop height to 5 meters there was 2443 joules, the PE increased by 1466 joules.",P1_06_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster will start off being 5m high.,P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"5 meters high will then have more energy, which will make the roller coaster go faster.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when the height was 4m high, the PE was 1955J.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the height to 5m, the PE was 2553J.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This happens because the higher up the roller coaster is, the more PE it will have because PE is how high something is.",P1_06_24_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"After the roller coaster reached the bottom of the drop, there was no PE because there was no height, and it all translated into KE.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It translated into KE because there is KE when there is motion.,P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So while the roller coaster is moving, the PE would be converting into KE, because there is more motion while the height is going down.",P1_06_24_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Due to the Law of Conservation of Energy, mass cannot be created nor destroyed, making the total energy stay the same throughout the whole ride.",P1_06_24_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"Moving on, I feel the drop height should be 4m.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I decided on this because we still want the ride to be fun, so having a bigger hill would be more enjoyable.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But if we make the hill too high, then the roller coaster wouldn't be able to make it over the hill.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I did 4m, it made it over the hill fine, but when I did 5m, it didn't make it over.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because it didn't have enough KE.,P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Lastly, I would like to make the mass of the car 60kg.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I decided on this because the more mass the car has, the more energy will be given.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, when the car mass was 50kg, the PE was 1958J.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when I increased the mass to 60kg, the PE was 2349J.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"By doing this, the car will have more energy making it able to go faster in the long run.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Yes, it will accelerate slower, but it would be faster.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"To end this, I hope you take my proposal for my first design for the roller coaster.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster will start off being 5m high.,P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"To prove this, when my PE was 1995J and KE was 0J, the total energy stayed the same.",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also when my KE at the bottom was 1995J, the total energy was also 1995J, proving total energy stays the same",P1_06_24_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster will be 4 meters.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This drop height will allow the roller coaster to have lots of potential energy at the top of the drop, which will help it keep going throughout the whole ride.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This will happen because the potential energy turns into kinetic energy, which makes the car move.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I tested a drop height of 4 meters in the simulation, the car had 1876 Joules of potential energy at the top, which means it also had 1876 Joules of kinetic energy at the bottom.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If we compare this to a drop height of 2, which had 938 Joules of potential energy at the top and kinetic energy at the bottom, we can see that the drop height of 4 meters had much more energy.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This higher drop height will also allow the car to accelerate for a longer time, making it go faster.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between potential, kinetic, and total energy is that the potential and kinetic energy always add up to the total energy at any point throughout the ride.",P1_07_13_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"This means that there will always be the same amount of total energy, and so the ride will never stop unless it gets stopped by something else.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the top of the hill, the car will only have potential energy because it is not moving.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the car moves down the hill, the potential energy starts turning into kinetic energy, at the same rate.",P1_07_13_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If kinetic energy increases by 10 Joules, then potential energy decreases by 10 Joules.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom of the hill, the car will have no height, and therefore it will have no potential energy, just kinetic energy.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This also means that when the car is at the very middle (half the height of the original drop), it will have the same amount of kinetic and potential energy.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy states that energy cannot be created or destroyed.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"The energy doesn't disappear, it just changes form.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, at the top of the initial drop, there were 938 Joules of potential energy and 0 Joules of kinetic energy.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom of the hill, there will 938 Joules of kinetic energy and 0 Joules of potential energy.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the energy changed from potential to kinetic, but isn't completely gone.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My hill height will be 3 meters.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because the hill height needs to be lower than the initial drop height.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"If the hill height was larger than the initial drop height, the car would not have enough energy to get up the hill.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"when I tested a drop height of 3 meters and a hill height of 4 meters, the car did not make it up the hill and just fell back down instead.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"With a drop height of 4 meters and a hill height of 3 meters, the drop will be larger than the hill, but the hill will still be big enough to be fun and exciting.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between mass, kinetic energy, and potential energy is that objects with a greater mass have more potential energy, and therefore have more kinetic energy as the energy is converted.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
My car's mass is going to be 50 kg because then the car will have enough energy to make it through the ride but it won't have too much mass.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster will be 4 meters.,P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This means that there will always be the same amount of total energy, and so the ride will never stop unless it gets stopped by another force.",P1_07_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster is 5.00 meters.,P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the higher the drop, the more potential energy you will have.",P1_07_18_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more potential energy you have, the more total energy you have.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Having a decent amount of total energy will make it easier for the cart to make it over the hill, and loop.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Although, you don't want the drop height to be too large, or else the ride won't be safe.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I tested the drop height of 2.00 meters, the potential energy was 876 joules.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I increased the drop height to 3.00 meters, the potential energy increased to 1319 joules.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I am going to put my hill height lower than my drop height.,P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The reason I am doing this is because after the initial drop, there is only enough energy made to make it over a hill either the same size, or smaller than the initial drop.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This way, the cart will still be able to make it over the hill, and it will also be a fun roller coaster.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster is 5.00 meters.,P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the law on conservation, it states that energy can't be created nor destroyed.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"So when the PE turns to zero at the bottom, it doesn't just disappear.",P1_07_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
